1.000000,0.072682,0.083436,0.271481,0.028013,0.072682,0.163075,0.038444,0.643322,0.163075,0.036762,0.013878,0.271481,0.163075,0.022082,0.049858,0.163075,0.063314,0.101627,0.133087,0.063314,0.022082,0.206874,0.271481,0.049858,0.133087,0.095780,0.133087,0.206874,0.163075,0.163075,0.112415,0.022082,0.206874,0.126219,0.055154,0.036762,0.133087,0.020994,0.144894,0.036762,0.028013,0.022082,0.206874,0.144894,0.063314,0.133087,0.072682,0.021828,0.271481,0.028013,0.036762,0.018022,0.036762,0.206874,0.072682,0.028013,0.095780,0.206874,0.018022,0.095780,0.144894,0.072682,0.022082,0.036762,0.126219,0.126219,0.133087,0.144894,0.133087,0.018288,0.069899,0.028013,0.028013,0.028013,0.028013,0.133087,0.024598,0.072682,0.109952,0.025220,0.028013,0.271481,0.163075,0.163075,0.163075,0.133087,0.112415,0.126219,0.144894,0.144894,0.144894,0.144894
0.072682,1.000000,1.000000,0.190942,0.331589,0.190942,0.166332,0.144894,0.083436,0.006064,0.219193,0.036459,0.000581,0.006064,0.288852,0.190942,0.031760,0.166332,0.190942,0.190942,1.000000,0.144894,0.380650,0.000221,0.095780,0.331589,1.000000,0.380650,0.144894,0.031760,0.331589,0.380650,0.095780,0.041853,1.000000,1.000000,0.072682,0.190942,1.000000,1.000000,0.126219,0.190942,0.288852,0.380650,1.000000,1.000000,0.004009,1.000000,0.251623,0.288852,0.288852,0.331589,0.219193,0.219193,0.380650,1.000000,0.109952,1.000000,0.380650,0.144894,1.000000,1.000000,1.000000,0.144894,0.331589,1.000000,1.000000,0.072682,1.000000,0.144894,1.000000,0.380650,0.380650,0.380650,0.251623,0.219193,0.219193,0.380650,1.000000,1.000000,0.380650,0.219193,0.126219,0.288852,0.380650,0.380650,0.380650,0.380650,1.000000,1.000000,1.000000,1.000000,1.000000
0.083436,1.000000,1.000000,0.219193,0.380650,0.219193,0.190942,0.166332,0.095780,0.006962,0.251623,0.041853,0.000667,0.006962,0.331589,0.219193,0.036459,0.190942,0.219193,0.219193,1.000000,0.166332,0.436969,0.000254,0.109952,0.380650,1.000000,0.436969,0.166332,0.036459,0.380650,0.436969,0.109952,0.048045,1.000000,1.000000,0.083436,0.219193,1.000000,1.000000,0.144894,0.219193,0.331589,0.436969,1.000000,1.000000,0.004602,1.000000,0.288852,0.331589,0.331589,0.380650,0.251623,0.251623,0.436969,1.000000,0.126219,1.000000,0.436969,0.166332,1.000000,1.000000,1.000000,0.166332,0.380650,1.000000,1.000000,0.083436,1.000000,0.166332,1.000000,0.436969,0.436969,0.436969,0.288852,0.251623,0.251623,0.436969,1.000000,1.000000,0.436969,0.251623,0.144894,0.331589,0.436969,0.436969,0.436969,0.436969,1.000000,1.000000,1.000000,1.000000,1.000000
0.271481,0.190942,0.219193,1.000000,0.047620,0.190942,0.720502,0.054514,0.421999,0.304051,0.057144,0.048045,0.421999,0.304051,0.041172,0.071430,0.304051,0.166332,0.128250,0.643322,0.166332,0.041172,0.351665,0.421999,0.071430,0.271481,0.251623,0.271481,0.351665,0.304051,0.304051,0.249044,0.041172,0.351665,0.331589,0.144894,0.057144,0.271481,0.055154,0.380650,0.057144,0.047620,0.041172,0.351665,0.380650,0.166332,0.271481,0.190942,0.036757,0.421999,0.047620,0.057144,0.036762,0.057144,0.351665,0.190942,0.047620,0.251623,0.351665,0.036762,0.251623,0.380650,0.190942,0.041172,0.057144,0.331589,0.331589,0.271481,0.380650,0.271481,0.048045,0.093360,0.047620,0.047620,0.047620,0.047620,0.271481,0.041597,0.190942,0.288852,0.038671,0.047620,0.421999,0.304051,0.304051,0.304051,0.271481,0.249044,0.331589,0.380650,0.380650,0.380650,0.380650
0.028013,0.331589,0.380650,0.047620,1.000000,0.331589,0.032259,0.114243,0.047620,0.032259,0.115648,0.063314,0.047620,0.032259,0.078342,0.148977,0.032259,0.288852,0.517415,0.028013,0.288852,0.078342,0.038462,0.047620,0.061343,0.028013,0.436969,0.028013,0.038462,0.032259,0.032259,0.025088,0.078342,0.038462,0.575838,0.251623,0.047620,0.028013,0.095780,0.661036,0.549999,0.038462,0.372580,0.038462,0.661036,0.288852,0.028013,0.331589,0.072419,0.047620,0.444230,0.047620,0.323547,0.047620,0.038462,0.331589,0.093408,0.436969,0.038462,0.068032,0.436969,0.661036,0.331589,0.372580,0.833333,0.575838,0.575838,0.028013,0.661036,0.028013,0.083436,0.368184,0.093408,0.093408,0.673076,0.093408,0.028013,0.150525,0.331589,0.501621,0.125092,0.038462,0.047620,0.032259,0.032259,0.032259,0.028013,0.025088,0.575838,0.661036,0.661036,0.661036,0.661036
0.072682,0.190942,0.219193,0.190942,0.331589,1.000000,0.166332,0.144894,0.083436,0.006064,0.219193,0.036459,0.000581,0.006064,0.288852,0.190942,0.031760,0.166332,0.190942,0.190942,0.166332,0.144894,0.380650,0.000221,0.095780,0.331589,0.251623,0.380650,0.144894,0.031760,0.331589,0.380650,0.095780,0.041853,0.331589,0.144894,0.072682,0.190942,0.055154,0.380650,0.126219,0.190942,0.288852,0.380650,0.380650,0.166332,0.004009,0.190942,0.251623,0.288852,0.288852,0.331589,0.219193,0.219193,0.380650,0.190942,0.109952,0.251623,0.380650,0.144894,0.251623,0.380650,0.190942,0.144894,0.331589,0.331589,0.331589,0.072682,0.380650,0.144894,0.048045,0.380650,0.380650,0.380650,0.251623,0.219193,0.219193,0.380650,0.190942,0.288852,0.380650,0.219193,0.126219,0.288852,0.380650,0.380650,0.380650,0.380650,0.331589,0.380650,0.380650,0.380650,0.380650
0.163075,0.166332,0.190942,0.720502,0.032259,0.166332,1.000000,0.041946,0.304051,0.193613,0.041172,0.031760,0.304051,0.193613,0.026218,0.054521,0.193613,0.144894,0.107360,0.842271,0.144894,0.026218,0.238225,0.304051,0.054521,0.163075,0.219193,0.163075,0.238225,0.193613,0.193613,0.142026,0.026218,0.238225,0.288852,0.126219,0.041172,0.163075,0.048045,0.331589,0.041172,0.032259,0.026218,0.238225,0.331589,0.144894,0.163075,0.166332,0.025085,0.304051,0.032259,0.041172,0.022082,0.041172,0.238225,0.166332,0.032259,0.219193,0.238225,0.022082,0.219193,0.331589,0.166332,0.026218,0.041172,0.288852,0.380650,0.163075,0.331589,0.163075,0.041853,0.074963,0.032259,0.032259,0.032259,0.032259,0.163075,0.028294,0.166332,0.251623,0.028162,0.032259,0.304051,0.193613,0.193613,0.193613,0.163075,0.142026,0.288852,0.331589,0.331589,0.331589,0.331589
0.038444,0.144894,0.166332,0.054514,0.114243,0.144894,0.041946,1.000000,0.054514,0.041946,0.132392,0.027666,0.054514,0.041946,0.101869,0.159332,0.041946,0.126219,0.263220,0.038444,0.126219,0.309764,0.047041,0.054514,0.065607,0.038444,0.190942,0.038444,0.047041,0.041946,0.041946,0.036023,0.309764,0.047041,0.251623,0.109952,0.054514,0.038444,0.041853,0.288852,0.132392,0.047041,0.101869,0.047041,0.288852,0.126219,0.038444,0.144894,0.321495,0.054514,0.114243,0.054514,0.093364,0.054514,0.047041,0.144894,0.114243,0.190942,0.047041,0.093364,0.190942,0.288852,0.144894,0.101869,0.132392,0.251623,0.251623,0.038444,0.288852,0.038444,0.036459,0.200037,0.114243,0.114243,0.114243,0.114243,0.038444,0.174238,0.144894,0.219193,0.148280,0.047041,0.054514,0.041946,0.041946,0.041946,0.038444,0.036023,0.251623,0.288852,0.288852,0.288852,0.288852
0.643322,0.083436,0.095780,0.421999,0.047620,0.083436,0.304051,0.054514,1.000000,0.304051,0.057144,0.015931,0.421999,0.304051,0.041172,0.071430,0.304051,0.072682,0.128250,0.271481,0.072682,0.041172,0.351665,0.421999,0.071430,0.271481,0.109952,0.271481,0.351665,0.304051,0.304051,0.249044,0.041172,0.351665,0.144894,0.063314,0.057144,0.271481,0.024101,0.166332,0.057144,0.047620,0.041172,0.351665,0.166332,0.072682,0.271481,0.083436,0.036757,0.421999,0.047620,0.057144,0.036762,0.057144,0.351665,0.083436,0.047620,0.109952,0.351665,0.036762,0.109952,0.166332,0.083436,0.041172,0.057144,0.144894,0.144894,0.271481,0.166332,0.271481,0.020994,0.093360,0.047620,0.047620,0.047620,0.047620,0.271481,0.041597,0.083436,0.126219,0.038671,0.047620,0.421999,0.304051,0.304051,0.304051,0.271481,0.249044,0.144894,0.166332,0.166332,0.166332,0.166332
0.163075,0.006064,0.006962,0.304051,0.032259,0.006064,0.193613,0.041946,0.304051,1.000000,0.041172,0.001158,0.304051,0.193613,0.026218,0.054521,0.193613,0.005283,0.107360,0.163075,0.005283,0.026218,0.238225,0.304051,0.054521,0.163075,0.007991,0.842271,0.238225,0.193613,0.193613,0.142026,0.026218,0.238225,0.010531,0.004602,0.041172,0.163075,0.001752,0.012089,0.041172,0.032259,0.026218,0.238225,0.012089,0.005283,0.163075,0.006064,0.025085,0.304051,0.032259,0.041172,0.022082,0.041172,0.238225,0.006064,0.032259,0.007991,0.238225,0.022082,0.007991,0.012089,0.006064,0.026218,0.041172,0.010531,0.010531,0.163075,0.012089,0.163075,0.001526,0.074963,0.032259,0.032259,0.032259,0.032259,0.163075,0.028294,0.006064,0.009174,0.028162,0.032259,0.304051,0.193613,0.193613,0.193613,0.163075,0.142026,0.010531,0.012089,0.015931,0.012089,0.012089
